,5th_eps_pipe_tens,16th_eps_pipe_tens,50th_eps_pipe_tens,84th_eps_pipe_tens,95th_eps_pipe_tens,mean_eps_pipe_tens
segment_6938,0.0,0.0,0.0,0.0,0.0,0.0
segment_7284,0.0,0.0,0.0,0.0,0.0,0.0
segment_7385,0.0,0.0,0.0,0.0,0.0,0.0
segment_7478,0.0,0.0,0.0,0.0,0.0,0.0
segment_7662,0.0,0.0,0.0,0.0,0.0,0.0
segment_7911,0.0,0.0,0.0,0.0,0.0,0.0
segment_8438,0.0,0.0,0.0,0.0,0.0,0.0
segment_8479,0.0,0.0,0.0,0.0,0.0,0.0
segment_8757,0.0,0.0,0.0,0.0,0.0,0.0
segment_9189,0.0,0.0,0.0,0.0,0.0,0.0
segment_9240,0.0,0.0,0.0,0.0,0.0,0.0
segment_9359,0.0,0.0,0.0,0.0,0.0,0.0
segment_9382,0.0,0.0,0.0,0.0,0.0,0.0
segment_9513,0.0,0.0,0.0,0.0,0.0,0.0
segment_9726,0.0,0.0,0.0,0.0,0.0,0.0
segment_9787,0.0,0.0,0.0,0.0,0.0,0.0
segment_10029,0.0,0.0,0.0,0.0,0.0,0.0
segment_10146,0.0,0.0,0.0,0.0,0.0,0.0
segment_10187,0.0,0.0,0.0,0.0,0.0,0.0
segment_11299,0.0,0.0,0.0,0.0,0.0,0.0
segment_11540,0.0,0.0,0.0,0.0,0.0,0.0
segment_11594,0.0,0.0,0.0,0.0,0.0,0.0
segment_11928,0.0,0.0,0.0,0.0,0.0,0.0
segment_12159,0.0,0.0,1.16375e-07,6.645e-07,1.5075e-06,5.195e-07
segment_12417,0.0,0.0,0.0,0.0,0.0,0.0
segment_12786,0.0,0.0,0.0,0.0,0.0,0.0
segment_13011,0.0,0.0,0.0,0.0,0.0,0.0
segment_13052,0.0,0.0,0.0,0.0,0.0,0.0
segment_13830,0.0,0.0,0.0,0.0,0.0,0.0
segment_14567,0.0,0.0,0.0,0.0,0.0,0.0
segment_15222,0.0,0.0,0.0,0.0,0.0,0.0
segment_15309,0.0,0.0,0.0,0.0,0.0,0.0
segment_15602,0.0,0.0,0.0,0.0,0.0,0.0
segment_15784,0.0,0.0,0.0,0.0,0.0,0.0
segment_15784,0.0,0.0,0.0,0.0,0.0,0.0
segment_16090,0.0,0.0,0.0,0.0,0.0,0.0
segment_16234,0.0,0.0,0.0,0.0,0.0,0.0
segment_16375,0.0,0.0,0.0,0.0,0.0,0.0
segment_16458,0.0,0.0,0.0,0.0,0.0,0.0
segment_16819,0.0,0.0,0.0,0.0,0.0,0.0
segment_16833,0.0,0.0,0.0,0.0,0.0,0.0
segment_17511,0.0,0.0,0.0,0.0,0.0,0.0
segment_18132,0.0,0.0,0.0,0.0,0.0,0.0
segment_18331,0.0,0.0,0.0,0.0,0.0,0.0
segment_18718,0.0,0.0,3.2075e-06,5.9e-05,0.00056925,0.0001219
segment_18776,0.0,0.0,1.60275e-07,9.47e-07,1.7525e-06,6.8975e-07
segment_19205,0.0,0.0,3.285e-08,1.847e-07,4.1e-07,1.394e-07
segment_19425,0.0,0.0,2.96e-08,1.603e-07,3.8975e-07,1.247e-07
segment_19487,0.0,0.0,0.0,0.0,0.0,0.0
segment_19889,0.0,0.0,0.0,0.0,0.0,0.0
segment_20433,0.0,0.0,0.0,0.0,0.0,0.0
segment_20514,0.0,0.0,0.0,0.0,0.0,0.0
segment_20713,0.0,0.0,0.0,0.0,0.0,0.0
segment_20891,0.0,0.0,0.0,0.0,0.0,0.0
segment_21053,0.0,0.0,0.0,0.0,0.0,0.0
segment_21755,0.0,0.0,0.0,0.0,0.0,0.0
segment_22182,0.0,0.0,0.0,0.0,0.0,0.0
segment_22296,0.0,0.0,0.0,1.432e-10,2.715e-10,0.0
segment_22795,0.0,0.0,0.0,0.0,0.0,0.0
segment_22860,0.0,0.0,0.0,0.0,0.0,0.0
segment_23102,0.0,0.0,0.0,0.0,0.0,0.0
segment_23493,0.0,0.0,0.0,0.0,0.0,0.0
segment_24253,0.0,0.0,0.0,0.0,0.0,0.0
segment_24269,0.0,0.0,0.0,0.0,0.0,0.0
segment_24353,0.0,0.0,0.0,0.0,0.0,0.0
segment_25075,0.0,0.0,0.0,0.0,0.0,0.0
segment_25099,0.0,0.0,0.0,0.0,0.0,0.0
segment_25188,0.0,0.0,0.0,0.0,0.0,0.0
segment_25681,0.0,0.0,0.0,0.0,0.0,0.0
segment_25715,0.0,0.0,0.0,0.0,0.0,0.0
segment_26167,0.0,0.0,0.0,0.0,0.0,0.0
segment_26187,0.0,0.0,0.0,0.0,0.0,0.0
segment_26348,0.0,0.0,0.0,0.0,0.0,0.0
segment_26919,0.0,0.0,0.0,0.0,0.0,0.0
segment_26993,0.0,0.0,0.0,0.0,0.0,0.0
segment_27055,0.0,0.0,0.0,0.0,0.0,0.0
segment_27505,0.0,0.0,0.0,0.0,0.0,0.0
segment_27620,0.0,0.0,0.0,0.0,0.0,0.0
segment_28395,0.0,0.0,0.0,0.0,0.0,0.0
segment_28881,0.0,0.0,0.0,0.0,0.0,0.0
segment_28969,0.0,0.0,0.0,0.0,0.0,0.0
segment_29707,0.0,0.0,6.6525e-09,4.2575e-08,7.825e-08,2.825e-08
segment_29747,0.0,0.0,0.0,0.0,0.0,0.0
segment_29776,0.0,0.0,5.7525e-10,3.215e-09,7.3525e-09,2.39575e-09
segment_29926,0.0,0.0,0.0,0.0,0.0,0.0
segment_29970,0.0,0.0,0.0,0.0,0.0,0.0
segment_29986,0.0,0.0,0.0,0.0,0.0,0.0
segment_30133,0.0,0.0,0.0,0.0,0.0,0.0
segment_30303,0.0,0.0,0.0,0.0,0.0,0.0
segment_30508,0.0,0.0,0.0,0.0,0.0,0.0
segment_30879,0.0,0.0,0.0,0.0,0.0,0.0
segment_31076,0.0,0.0,0.0,0.0,0.0,0.0
segment_31097,0.0,0.0,0.0,0.0,0.0,0.0
segment_31386,0.0,0.0,0.0,0.0,0.0,0.0
segment_32261,0.0,0.0,0.0,0.0,0.0,0.0
segment_32342,0.0,0.0,0.0,0.0,0.0,0.0
segment_32403,0.0,0.0,0.0,0.0,0.0,0.0
segment_33113,0.0,0.0,0.0,0.0,0.0,0.0
segment_33621,0.0,0.0,0.0,0.0,0.0,0.0
segment_33663,0.0,0.0,0.0,0.0,0.0,0.0
segment_33782,0.0,0.0,0.0,0.0,0.0,0.0
segment_34037,0.0,0.0,0.0,0.0,0.0,0.0
segment_34221,0.0,0.0,0.0,0.0,0.0,0.0
segment_34441,0.0,0.0,0.0,0.0,0.0,0.0
segment_34514,0.0,0.0,0.0,0.0,0.0,0.0
segment_34931,0.0,0.0,0.0,0.0,0.0,0.0
segment_35040,0.0,0.0,0.0,0.0,0.0,0.0
segment_35170,0.0,0.0,0.0,0.0,0.0,0.0
segment_35170,0.0,0.0,0.0,0.0,0.0,0.0
segment_35215,0.0,0.0,0.0,0.0,0.0,0.0
segment_35439,0.0,0.0,0.0,0.0,0.0,0.0
segment_35607,0.0,0.0,0.0,0.0,0.0,0.0
segment_35874,0.0,0.0,0.0,0.0,0.0,0.0
segment_36285,0.0,0.0,0.0,0.0,0.0,0.0
segment_36602,0.0,0.0,0.0,0.0,0.0,0.0
segment_36783,0.0,0.0,0.0,0.0,0.0,0.0
segment_36967,0.0,0.0,0.0,0.0,0.0,0.0
segment_37090,0.0,0.0,0.0,0.0,0.0,0.0
segment_37202,0.0,0.0,0.0,0.0,0.0,0.0
segment_37211,0.0,0.0,0.0,0.0,0.0,0.0
segment_37288,0.0,0.0,0.0,0.0,0.0,0.0
segment_38154,0.0,0.0,0.0,0.0,0.0,0.0
segment_38190,0.0,0.0,0.0,0.0,0.0,0.0
segment_39367,0.0,0.0,0.0,0.0,0.0,0.0
segment_39730,0.0,0.0,0.0,0.0,0.0,0.0
segment_39934,0.0,0.0,0.0,0.0,0.0,0.0
segment_40013,0.0,0.0,0.0,0.0,0.0,0.0
segment_40102,0.0,0.0,0.0,0.0,0.0,0.0
segment_40358,0.0,0.0,7.79e-07,3.5e-06,4.1575e-06,2.21925e-06
segment_40761,0.0,0.0,0.0,0.0,0.0,0.0
segment_40941,0.0,0.0,0.0,2.5825e-10,4.5825e-10,1.45375e-10
segment_41037,0.0,0.0,0.0,0.0,0.0,0.0
segment_41065,0.0,0.0,7.725e-07,3.665e-06,1.337e-05,3.74e-06
segment_41418,0.0,0.0,0.0,0.0,0.0,0.0
segment_41631,0.0,0.0,0.0,0.0,0.0,0.0
segment_41695,0.0,0.0,4.98e-08,1.807e-07,2.5075e-07,1.109e-07
segment_42375,0.0,0.0,0.0,0.0,0.0,0.0
segment_42431,0.0,0.0,0.0,0.0,0.0,0.0
segment_42518,0.0,0.0,0.0,0.0,0.0,0.0
segment_42651,0.0,0.0,0.0,0.0,0.0,0.0
segment_43207,0.0,0.0,0.0,0.0,0.0,0.0
segment_43690,0.0,0.0,0.0,3.2025e-10,5.835e-10,1.8105e-10
segment_43747,0.0,0.0,6.925e-09,4.0225e-08,7.1675e-08,2.36525e-08
segment_44171,0.0,0.0,0.0,0.0,0.0,0.0
segment_44281,0.0,0.0,0.0,0.0,0.0,0.0
segment_44547,0.0,0.0,0.0,0.0,0.0,0.0
segment_45019,0.0,0.0,0.0,0.0,0.0,0.0
segment_45871,0.0,0.0,0.0,0.0,0.0,0.0
segment_45993,0.0,0.0,0.0,0.0,0.0,0.0
segment_46050,0.0,0.0,0.0,0.0,0.0,0.0
segment_46264,0.0,0.0,0.0,0.0,0.0,0.0
segment_46601,0.0,0.0,0.0,0.0,0.0,0.0
segment_47010,0.0,0.0,0.0,0.0,0.0,0.0
segment_47376,0.0,0.0,0.0,0.0,0.0,0.0
segment_47421,0.0,0.0,0.0,0.0,0.0,0.0
segment_47580,0.0,0.0,0.0,0.0,0.0,0.0
segment_48147,0.0,0.0,1.05925e-06,3.89e-06,4.81e-06,2.5325e-06
segment_48397,0.0,0.0,0.0,0.0,0.0,0.0
segment_48488,0.0,0.0,1.854e-06,7.28e-06,9.75e-06,4.9525e-06
segment_48776,0.0,0.0,7.975e-09,2.815e-08,3.4975e-08,1.58175e-08
segment_48781,0.0,0.0,0.0,0.0,0.0,0.0
segment_48855,0.0,0.0,0.0,0.0,0.0,0.0
segment_49029,0.0,0.0,0.0,0.0,0.0,0.0
segment_50290,0.0,0.0,0.0,0.0,0.0,0.0
segment_50539,0.0,0.0,0.0,0.0,0.0,0.0
segment_50563,0.0,0.0,0.0,0.0,0.0,0.0
segment_50671,0.0,0.0,0.0,0.0,0.0,0.0
segment_50930,0.0,0.0,0.0,0.0,0.0,0.0
segment_50932,0.0,0.0,0.0,0.0,0.0,0.0
segment_51032,0.0,0.0,0.0,0.0,0.0,0.0
segment_51075,0.0,0.0,0.0,0.0,0.0,0.0
segment_51970,0.0,0.0,0.0,0.0,0.0,0.0
segment_52278,0.0,0.0,0.0,0.0,0.0,0.0
segment_52462,0.0,0.0,0.0,0.0,0.0,0.0
segment_52565,0.0,0.0,0.0,0.0,0.0,0.0
segment_53004,0.0,0.0,0.0,0.0,0.0,0.0
segment_53115,0.0,0.0,0.0,0.0,0.0,0.0
segment_53147,0.0,0.0,0.0,0.0,0.0,0.0
segment_53302,0.0,0.0,0.0,0.0,0.0,0.0
segment_53424,0.0,0.0,0.0,0.0,0.0,0.0
segment_53435,0.0,0.0,0.0,0.0,0.0,0.0
segment_53498,0.0,0.0,0.0,0.0,0.0,0.0
segment_53735,0.0,0.0,0.0,0.0,0.0,0.0
segment_54121,0.0,0.0,0.0,0.0,0.0,0.0
segment_54256,0.0,0.0,0.0,0.0,0.0,0.0
segment_54506,0.0,0.0,0.0,0.0,0.0,0.0
segment_54673,0.0,0.0,0.0,0.0,0.0,0.0
segment_54876,0.0,0.0,0.0,0.0,0.0,0.0
segment_55471,0.0,0.0,0.0,0.0,0.0,0.0
segment_55622,0.0,0.0,6.805e-09,2.7825e-08,3.3275e-08,1.62975e-08
segment_55698,0.0,0.0,7.8325e-08,2.9425e-07,3.8875e-07,1.99375e-07
segment_56142,0.0,0.0,0.0,0.0,0.0,0.0
segment_56362,0.0,0.0,0.0,0.0,0.0,0.0
segment_56750,0.0,0.0,0.0,0.0,0.0,0.0
segment_56755,0.0,0.0,0.0,0.0,0.0,0.0
segment_57356,0.0,0.0,1.006e-08,4.5825e-08,5.0725e-08,2.805e-08
segment_57838,0.0,0.0,1.2105e-06,7.645e-06,1.07875e-05,6.205e-06
segment_57999,0.0,0.0,0.0,0.0,0.0,0.0
segment_59285,0.0,0.0,0.0,0.0,0.0,0.0
segment_59411,0.0,0.0,3.2575e-08,1.585e-07,1.7145e-07,9.325e-08
segment_59502,0.0,0.0,5.3725e-07,2.8025e-06,3.51e-06,2.0305e-06
segment_59704,0.0,0.0,0.0,0.0,0.0,0.0
segment_60390,0.0,0.0,2.8425e-07,1.29475e-06,1.43425e-06,8.0075e-07
segment_60466,0.0,0.0,0.0,0.0,0.0,0.0
segment_60764,0.0,0.0,0.0,0.0,0.0,0.0
segment_60953,0.0,0.0,0.0,0.0,0.0,0.0
segment_61057,0.0,0.0,0.0,0.0,0.0,0.0
segment_61304,0.0,0.0,0.0,0.0,0.0,0.0
segment_61925,0.0,0.0,1.22425e-08,5.84e-08,6.34e-08,3.4125e-08
segment_62130,0.0,0.0,0.0,0.0,0.0,0.0
segment_62214,0.0,0.0,0.0,0.0,0.0,0.0
segment_63297,0.0,0.0,4.59e-10,1.65875e-09,1.9395e-09,9.1525e-10
segment_63354,0.0,0.0,4.045e-08,2.29075e-07,4.9375e-07,1.70025e-07
segment_63386,0.0,0.0,7.5675e-07,3.0075e-06,4.185e-06,2.2e-06
segment_63595,0.0,0.0,0.0,0.0,0.0,0.0
segment_64383,0.0,0.0,0.0,0.0,0.0,0.0
segment_64536,0.0,0.0,0.0,0.0,0.0,0.0
segment_64581,0.0,0.0,0.0,0.0,0.0,0.0
segment_64851,0.0,0.0,0.0,0.0,0.0,0.0
segment_64937,0.0,0.0,0.0,0.0,0.0,0.0
segment_65209,0.0,0.0,0.0,0.0,0.0,0.0
segment_65377,0.0,0.0,4.065e-07,2.04575e-06,2.2985e-06,1.26425e-06
segment_66106,0.0,0.0,0.0,0.0,0.0,0.0
segment_66249,0.0,0.0,0.0,0.0,0.0,0.0
segment_66928,0.0,0.0,0.0,0.0,0.0,0.0
segment_67001,0.0,0.0,0.0,0.0,0.0,0.0
segment_67025,0.0,0.0,0.0,0.0,0.0,0.0
segment_67094,0.0,0.0,0.0,0.0,0.0,0.0
segment_67094,0.0,0.0,0.0,0.0,0.0,0.0
segment_67506,0.0,0.0,0.0,0.0,0.0,0.0
segment_67574,0.0,0.0,0.0,0.0,0.0,0.0
segment_67652,0.0,0.0,0.0,0.0,0.0,0.0
segment_67857,0.0,0.0,0.0,0.0,0.0,0.0
segment_67869,0.0,0.0,0.0,0.0,0.0,0.0
segment_67888,0.0,0.0,0.0,0.0,0.0,0.0
segment_68420,0.0,0.0,0.0,0.0,0.0,0.0
segment_69002,0.0,0.0,9.4125e-07,3.655e-06,5.03e-06,2.5225e-06
segment_69453,0.0,0.0,0.0,0.0,0.0,0.0
segment_69536,0.0,0.0,0.0,0.0,0.0,0.0
segment_69914,0.0,0.0,0.0,0.0,0.0,0.0
segment_70008,0.0,0.0,0.0,0.0,0.0,0.0
segment_70307,0.0,0.0,0.0,0.0,0.0,0.0
segment_70368,0.0,0.0,0.0,0.0,0.0,0.0
segment_70439,0.0,0.0,0.0,0.0,0.0,0.0
segment_71167,0.0,0.0,0.0,0.0,0.0,0.0
segment_71824,0.0,0.0,0.0,0.0,0.0,0.0
segment_71845,0.0,0.0,0.0,0.0,0.0,0.0
segment_72262,0.0,0.0,0.0,0.0,0.0,0.0
segment_72329,0.0,0.0,0.0,0.0,0.0,0.0
segment_72948,0.0,0.0,0.0,0.0,0.0,0.0
segment_73162,0.0,0.0,0.0,0.0,0.0,0.0
segment_73626,0.0,0.0,0.0,0.0,0.0,0.0
segment_74053,0.0,0.0,0.0,0.0,0.0,0.0
segment_74053,0.0,0.0,0.0,0.0,0.0,0.0
segment_74202,0.0,0.0,0.0,0.0,0.0,0.0
segment_74505,0.0,0.0,0.0,0.0,0.0,0.0
segment_74593,0.0,0.0,0.0,0.0,0.0,0.0
segment_74609,0.0,0.0,0.0,0.0,0.0,0.0
segment_74919,0.0,0.0,0.0,0.0,0.0,0.0
segment_74936,0.0,0.0,0.0,0.0,0.0,0.0
segment_75087,0.0,0.0,0.0,0.0,0.0,0.0
segment_75141,0.0,0.0,0.0,0.0,0.0,0.0
segment_75166,0.0,0.0,0.0,0.0,0.0,0.0
segment_75424,0.0,0.0,0.0,0.0,0.0,0.0
segment_75480,0.0,0.0,0.0,0.0,0.0,0.0
segment_75481,0.0,0.0,0.0,0.0,0.0,0.0
segment_75574,0.0,0.0,0.0,0.0,0.0,0.0
segment_76278,0.0,0.0,0.0,0.0,0.0,0.0
segment_76332,0.0,0.0,0.0,0.0,0.0,0.0
segment_76700,0.0,0.0,0.0,0.0,0.0,0.0
segment_76930,0.0,0.0,0.0,0.0,0.0,0.0
segment_77366,0.0,0.0,0.0,0.0,0.0,0.0
segment_77431,0.0,0.0,0.0,0.0,0.0,0.0
segment_77962,0.0,0.0,0.0,0.0,0.0,0.0
segment_78336,0.0,0.0,0.0,0.0,0.0,0.0
segment_78440,0.0,0.0,0.0,0.0,0.0,0.0
segment_78589,0.0,0.0,0.0,0.0,0.0,0.0
segment_78971,0.0,0.0,2.93e-07,1.12525e-06,1.37175e-06,7.115e-07
segment_79165,0.0,0.0,0.0,0.0,0.0,0.0
segment_79430,0.0,0.0,0.0,0.0,0.0,0.0
segment_79729,0.0,0.0,0.0,0.0,0.0,0.0
segment_79989,0.0,0.0,0.0,0.0,0.0,0.0
segment_80083,0.0,0.0,0.0,0.0,0.0,0.0
segment_80299,0.0,0.0,0.0,0.0,0.0,0.0
segment_80635,0.0,0.0,0.0,0.0,0.0,0.0
segment_80986,0.0,0.0,0.0,0.0,0.0,0.0
segment_81392,0.0,0.0,0.0,0.0,0.0,0.0
segment_81763,0.0,0.0,0.0,0.0,0.0,0.0
segment_81929,0.0,0.0,4.7975e-08,3.11e-07,6.4325e-07,2.251e-07
segment_82094,0.0,0.0,0.0,0.0,0.0,0.0
segment_82683,0.0,0.0,0.0,0.0,0.0,0.0
segment_82770,0.0,0.0,0.0,0.0,0.0,0.0
segment_83266,0.0,0.0,7.0875e-10,3.9425e-09,7.0675e-09,2.26325e-09
segment_83769,0.0,0.0,0.0,0.0,0.0,0.0
segment_84282,0.0,0.0,0.0,0.0,0.0,0.0
segment_84313,0.0,0.0,0.0,0.0,0.0,0.0
segment_84386,0.0,0.0,0.0,0.0,0.0,0.0
segment_84517,0.0,0.0,0.0,0.0,0.0,0.0
segment_84589,0.0,0.0,0.0,0.0,0.0,0.0
segment_84906,0.0,0.0,0.0,0.0,0.0,0.0
segment_84934,0.0,0.0,3.6475e-10,1.22225e-09,1.47175e-09,6.79e-10
segment_85055,0.0,0.0,0.0,0.0,0.0,0.0
segment_85056,0.0,0.0,0.0,0.0,0.0,0.0
segment_85159,0.0,0.0,1.3125e-07,6.28e-07,6.895e-07,3.7125e-07
segment_85252,0.0,0.0,0.0,0.0,0.0,0.0
segment_85296,0.0,0.0,0.0,0.0,0.0,0.0
segment_85486,0.0,0.0,0.0,0.0,0.0,0.0
segment_86056,0.0,0.0,0.0,0.0,0.0,0.0
segment_86245,0.0,0.0,0.0,0.0,0.0,0.0
segment_86576,0.0,0.0,0.0,0.0,0.0,0.0
segment_86931,0.0,0.0,0.0,0.0,0.0,0.0
segment_86960,0.0,0.0,0.0,0.0,0.0,0.0
segment_87014,0.0,0.0,0.0,0.0,0.0,0.0
segment_87469,0.0,0.0,0.0,0.0,0.0,0.0
segment_88025,0.0,0.0,0.0,0.0,0.0,0.0
segment_88183,0.0,0.0,0.0,0.0,0.0,0.0
segment_89758,0.0,0.0,0.0,0.0,0.0,0.0
segment_90083,0.0,0.0,0.0,0.0,0.0,0.0
segment_90387,0.0,0.0,0.0,0.0,0.0,0.0
segment_90719,0.0,0.0,0.0,0.0,0.0,0.0
segment_90881,0.0,0.0,0.0,0.0,0.0,0.0
segment_91021,0.0,0.0,0.0,0.0,0.0,0.0
segment_91260,0.0,0.0,0.0,0.0,0.0,0.0
segment_91818,0.0,0.0,0.0,0.0,0.0,0.0
segment_91907,0.0,0.0,0.0,0.0,0.0,0.0
segment_91944,0.0,0.0,0.0,0.0,0.0,0.0
segment_92007,0.0,0.0,0.0,0.0,0.0,0.0
segment_92062,0.0,0.0,0.0,0.0,0.0,0.0
segment_92889,0.0,0.0,0.0,0.0,0.0,0.0
segment_93104,0.0,0.0,0.0,0.0,0.0,0.0
segment_93376,0.0,0.0,0.0,0.0,0.0,0.0
segment_94092,0.0,0.0,0.0,0.0,0.0,0.0
segment_94497,0.0,0.0,0.0,0.0,0.0,0.0
segment_94651,0.0,0.0,7.755e-09,2.8525e-08,3.21e-08,1.544e-08
segment_94927,0.0,0.0,1.277e-08,7.725e-08,1.2915e-07,4.6025e-08
segment_94971,0.0,0.0,8.7375e-08,3.1525e-07,3.6225e-07,1.792e-07
segment_95313,0.0,0.0,0.0,0.0,0.0,0.0
segment_95379,0.0,0.0,0.0,0.0,0.0,0.0
segment_95466,0.0,0.0,0.0,0.0,0.0,0.0
segment_95512,0.0,0.0,0.0,0.0,0.0,0.0
segment_95672,0.0,0.0,0.0,0.0,0.0,0.0
segment_95682,0.0,0.0,0.0,0.0,0.0,0.0
segment_95933,0.0,0.0,0.0,0.0,0.0,0.0
segment_96575,0.0,0.0,0.0,0.0,0.0,0.0
segment_96578,0.0,0.0,0.0,0.0,0.0,0.0
segment_96602,0.0,0.0,0.0,0.0,0.0,0.0
segment_96609,0.0,0.0,0.0,0.0,0.0,0.0
segment_96687,0.0,0.0,0.0,0.0,0.0,0.0
segment_96769,0.0,0.0,0.0,0.0,0.0,0.0
segment_96895,0.0,0.0,0.0,0.0,0.0,0.0
segment_96935,0.0,0.0,0.0,0.0,0.0,0.0
segment_97365,0.0,0.0,0.0,0.0,0.0,0.0
segment_97366,0.0,0.0,0.0,0.0,0.0,0.0
segment_97608,0.0,0.0,0.0,1.1225e-10,1.34075e-10,0.0
segment_97738,0.0,0.0,0.0,0.0,0.0,0.0
segment_97753,0.0,0.0,0.0,0.0,0.0,0.0
segment_97888,0.0,0.0,5.1425e-09,3.0775e-08,4.7e-08,1.72225e-08
segment_97904,0.0,0.0,0.0,0.0,0.0,0.0
segment_98171,0.0,0.0,0.0,0.0,0.0,0.0
segment_98172,0.0,0.0,0.0,0.0,0.0,0.0
segment_98310,0.0,0.0,0.0,0.0,0.0,0.0
segment_98648,0.0,0.0,0.0,0.0,0.0,0.0
segment_98782,0.0,0.0,0.0,0.0,0.0,0.0
segment_98911,0.0,0.0,0.0,0.0,0.0,0.0
segment_99475,0.0,0.0,0.0,0.0,0.0,0.0
segment_99656,0.0,0.0,0.0,0.0,0.0,0.0
segment_99854,0.0,0.0,0.0,0.0,0.0,0.0
segment_100813,0.0,0.0,0.0,0.0,0.0,0.0
segment_100829,0.0,0.0,0.0,0.0,0.0,0.0
segment_101084,0.0,0.0,0.0,0.0,0.0,0.0
segment_101534,0.0,0.0,0.0,0.0,0.0,0.0
segment_101693,0.0,0.0,0.0,0.0,0.0,0.0
segment_102022,0.0,0.0,0.0,0.0,0.0,0.0
segment_102436,0.0,0.0,0.0,0.0,0.0,0.0
segment_102879,0.0,0.0,0.0,0.0,0.0,0.0
segment_102985,0.0,0.0,0.0,0.0,0.0,0.0
segment_103518,0.0,0.0,1.64475e-06,6.2175e-06,8.305e-06,4.255e-06
segment_104170,0.0,0.0,0.0,0.0,0.0,0.0
segment_104379,0.0,0.0,0.0,0.0,0.0,0.0
segment_104606,0.0,0.0,0.0,0.0,0.0,0.0
segment_105109,0.0,0.0,0.0,0.0,0.0,0.0
segment_105598,0.0,0.0,0.0,0.0,0.0,0.0
segment_105799,0.0,0.0,0.0,0.0,0.0,0.0
segment_105872,0.0,0.0,0.0,0.0,0.0,0.0
segment_105892,0.0,0.0,0.0,0.0,0.0,0.0
segment_106172,0.0,0.0,0.0,0.0,0.0,0.0
segment_106225,0.0,0.0,0.0,0.0,0.0,0.0
segment_106252,0.0,0.0,0.0,0.0,0.0,0.0
segment_106301,0.0,0.0,0.0,0.0,0.0,0.0
segment_106724,0.0,0.0,0.0,0.0,0.0,0.0
segment_106765,0.0,0.0,0.0,0.0,0.0,0.0
segment_107661,0.0,0.0,3.435e-07,1.69325e-06,1.87525e-06,1.03775e-06
segment_107767,0.0,0.0,4.7075e-07,2.3035e-06,2.6175e-06,1.438e-06
segment_107841,0.0,0.0,6.11e-07,2.55e-06,2.8925e-06,1.6055e-06
segment_107861,0.0,0.0,1.925e-06,1.001e-05,1.44275e-05,8.4e-06
segment_107955,0.0,0.0,5.0075e-07,2.254e-06,2.49925e-06,1.413e-06
segment_108129,0.0,0.0,0.0,0.0,0.0,0.0
segment_108409,0.0,0.0,2.895e-08,1.53325e-07,3.315e-07,1.14925e-07
segment_108412,0.0,0.0,5.14e-08,3.015e-07,6.395e-07,2.206e-07
segment_108788,0.0,0.0,4.01e-09,1.766e-08,1.9605e-08,1.00175e-08
segment_108998,0.0,0.0,2.55e-08,1.392e-07,3.0375e-07,1.049e-07
segment_109034,0.0,0.0,6.525e-07,3.5025e-06,4.54e-06,2.635e-06
segment_109503,0.0,0.0,7.135e-08,3.8075e-07,7.2775e-07,2.6375e-07
segment_110032,0.0,0.0,0.0,1.227e-10,1.711e-10,0.0
